0.0038,0.02,0.0035,5.0E-4,0.023,0.13,0.74,0.014685,40.0,-156.67899
0.0038912005,0.02,0.0035,5.0E-4,0.023,0.13,0.74,0.014685,40.0,-156.29132
0.0039522247,0.02,0.0035,5.0E-4,0.023,0.13,0.74,0.014685,40.0,-156.10745
0.00404748,0.02,0.0035,5.0E-4,0.023,0.13,0.74,0.014685,40.0,-155.65099
0.004454432,0.02,0.0035,5.0E-4,0.023,0.13,0.74,0.014685,40.0,-154.61264
0.0049647074,0.02,0.0035,5.0E-4,0.023,0.13,0.74,0.014685,40.0,-153.64577
0.0049424632,0.02,0.0035,5.0E-4,0.023,0.13,0.74,0.014685,40.0,-153.61316
0.0049625747,0.02,0.0035,5.0E-4,0.023,0.13,0.74,0.014685,40.0,-153.66917
0.0050369045,0.02,0.0035,5.0E-4,0.023,0.13,0.74,0.014685,40.0,-153.57748
0.0051921657,0.02,0.0035,5.0E-4,0.023,0.13,0.74,0.014685,40.0,-153.30222
0.006074324,0.02,0.0035,5.0E-4,0.023,0.13,0.74,0.014685,40.0,-152.86284
0.0062800306,0.02,0.0035,5.0E-4,0.023,0.13,0.74,0.014685,40.0,-152.90317
0.0061339014,0.02,0.0035,5.0E-4,0.023,0.13,0.74,0.014685,40.0,-152.87982
0.0060346154,0.02,0.0035,5.0E-4,0.023,0.13,0.74,0.014685,40.0,-152.86162
0.006072836,0.02,0.0035,5.0E-4,0.023,0.13,0.74,0.014685,40.0,-152.87639
0.005421213,0.02,0.0035,5.0E-4,0.023,0.13,0.74,0.014685,40.0,-153.10588
0.005313252,0.02,0.0035,5.0E-4,0.023,0.13,0.74,0.014685,40.0,-153.1647
0.0054719523,0.02,0.0035,5.0E-4,0.023,0.13,0.74,0.014685,40.0,-153.08902
0.0052866284,0.02,0.0035,5.0E-4,0.023,0.13,0.74,0.014685,40.0,-153.21985
0.0052168597,0.02,0.0035,5.0E-4,0.023,0.13,0.74,0.014685,40.0,-153.34915
